0.000000000000000000e+00,1.624509432700827621e-02
7.305000000000000000e+02,2.352804279844384477e-02
1.461000000000000000e+03,3.190830656156673495e-02
2.191500000000000000e+03,3.917962780955994845e-02
2.922000000000000000e+03,5.000205799183429084e-02
3.652500000000000000e+03,4.802871388458965912e-02
4.383000000000000000e+03,6.649981413726123447e-02
5.113500000000000000e+03,6.919937867781036922e-02
5.844000000000000000e+03,7.825789208823412391e-02
6.574500000000000000e+03,8.736640935465538049e-02
7.305000000000000000e+03,9.649147340715037713e-02
8.035500000000000000e+03,1.055783161927005276e-01
8.766000000000000000e+03,1.086120312648597708e-01
9.496500000000000000e+03,1.103449478526112859e-01
1.022700000000000000e+04,1.181464119043922206e-01
1.095750000000000000e+04,1.269817456056733518e-01
1.168800000000000000e+04,1.343409987721303767e-01
1.241850000000000000e+04,1.397743830346710459e-01
1.314900000000000000e+04,1.460984128590696596e-01
1.387950000000000000e+04,1.453356593959898024e-01
1.461000000000000000e+04,1.570411522704518448e-01
1.534050000000000000e+04,1.692643574565252662e-01
1.607100000000000000e+04,1.765132986753689959e-01
1.680150000000000000e+04,1.831143503889988144e-01
1.753200000000000000e+04,1.886732642359416068e-01
1.826250000000000000e+04,1.934455092580723290e-01
1.899300000000000000e+04,1.977378068524136001e-01
1.972350000000000000e+04,2.012327871902140908e-01
2.045400000000000000e+04,2.036130804427222218e-01
2.118450000000000000e+04,2.032302696518038243e-01
2.191500000000000000e+04,2.056935124777309887e-01
2.264550000000000000e+04,1.969436806583445276e-01
2.337600000000000000e+04,1.868471728654269581e-01
2.410650000000000000e+04,1.787042901484835467e-01
2.483700000000000000e+04,1.739746160069864656e-01
2.556750000000000000e+04,1.616521827929176536e-01
2.629800000000000000e+04,1.558606404142595936e-01
2.702850000000000000e+04,1.461320834036066163e-01
2.775900000000000000e+04,1.316406405194262275e-01
2.848950000000000000e+04,1.296113157781660363e-01
2.922000000000000000e+04,1.266793622138494280e-01
2.995050000000000000e+04,1.159380850559985215e-01
3.068100000000000000e+04,1.118551775870029602e-01
3.141150000000000000e+04,1.049385400447984257e-01
3.214200000000000000e+04,9.606865463985071740e-02
3.287250000000000000e+04,8.727512045451295275e-02
3.360300000000000000e+04,7.862553278226060149e-02
3.433350000000000000e+04,5.629173565095817178e-02
3.506400000000000000e+04,4.573545293849677618e-02
3.579450000000000000e+04,3.921151823820696880e-02
3.652500000000000000e+04,1.271254931152344426e-02
3.725550000000000000e+04,-3.746949866695147360e-03
3.798600000000000000e+04,-1.536323605672666737e-02
3.871650000000000000e+04,-2.786543696791415545e-02
3.944700000000000000e+04,-3.769309650436387937e-02
4.017750000000000000e+04,-3.568718081789561819e-02
4.090800000000000000e+04,-4.967771384672128171e-02
4.163850000000000000e+04,-4.974254337675391990e-02
4.236900000000000000e+04,-5.530653847943061557e-02
4.309950000000000000e+04,-6.248008076247199560e-02
4.383000000000000000e+04,-6.711614593753111035e-02
4.456050000000000000e+04,-6.761953083135052722e-02
4.529100000000000000e+04,-6.843230360459896799e-02
4.602150000000000000e+04,-7.796635551199554426e-02
4.675200000000000000e+04,-8.270145695591231416e-02
4.748250000000000000e+04,-9.753424193568839551e-02
4.821300000000000000e+04,-1.225034721640837210e-01
4.894350000000000000e+04,-1.258657445602151259e-01
4.967400000000000000e+04,-1.339916364913575353e-01
5.040450000000000000e+04,-1.368389548702307612e-01
5.113500000000000000e+04,-1.400566733381275186e-01
5.186550000000000000e+04,-1.341456988278106333e-01
5.259600000000000000e+04,-1.373061289475128732e-01
5.332650000000000000e+04,-1.339562011906627326e-01
5.405700000000000000e+04,-1.292680624074898088e-01
5.478750000000000000e+04,-1.342387085882902897e-01
5.551800000000000000e+04,-1.406054082872487399e-01
5.624850000000000000e+04,-1.326962919078901459e-01
5.697900000000000000e+04,-1.312060589635687669e-01
5.770950000000000000e+04,-1.382578718037177912e-01
5.844000000000000000e+04,-1.356061146010492657e-01
5.917050000000000000e+04,-1.388277045548265420e-01
5.990100000000000000e+04,-1.340952640553079167e-01
6.063150000000000000e+04,-1.357733064019489844e-01
6.136200000000000000e+04,-1.302807210551954475e-01
6.209250000000000000e+04,-1.213612331453354926e-01
6.282300000000000000e+04,-1.273187188172463791e-01
6.355350000000000000e+04,-1.205932067121349566e-01
