6.428400000000000000e+04,-1.169284113875869446e-01
6.501450000000000000e+04,-1.087625896468618070e-01
6.574500000000000000e+04,-1.003126341474014638e-01
6.647550000000000000e+04,-9.749911598886243369e-02
6.720600000000000000e+04,-9.698274047532767783e-02
6.793650000000000000e+04,-8.957144475354382462e-02
6.866700000000000000e+04,-7.986812887505877201e-02
6.939750000000000000e+04,-7.839413718276873333e-02
7.012800000000000000e+04,-8.522045047310386479e-02
7.085850000000000000e+04,-9.382342023060685765e-02
7.158900000000000000e+04,-8.863437182564602723e-02
7.231950000000000000e+04,-9.499507420946973202e-02
7.305000000000000000e+04,-9.031843264904383661e-02
7.378050000000000000e+04,-8.871938854536161323e-02
7.451100000000000000e+04,-8.713314889280063258e-02
7.524150000000000000e+04,-8.555787478198102758e-02
7.597200000000000000e+04,-8.399172730352300054e-02
7.670250000000000000e+04,-8.243286754804671213e-02
7.743300000000000000e+04,-8.087945660617233690e-02
7.816350000000000000e+04,-7.932965556852000777e-02
7.889400000000000000e+04,-7.778162552570994093e-02
7.962450000000000000e+04,-7.623352756836228317e-02
8.035500000000000000e+04,-7.481616549417144379e-02
8.108550000000000000e+04,-4.823238636944199298e-02
8.181600000000000000e+04,-4.038937428531026719e-02
8.254650000000000000e+04,-3.266172132951406654e-02
8.327700000000000000e+04,-2.498331015343702860e-02
8.400750000000000000e+04,-1.733747777529368733e-02
8.473800000000000000e+04,-9.787151647011963981e-03
8.546850000000000000e+04,-1.039331927083971333e-02
8.619900000000000000e+04,-1.939752989213655533e-03
